user_id,segmentation
530240,Free hotel meal
530277,No cancellation fee
530278,No cancellation fee
530282,No cancellation fee
530298,Free hotel meal
530315,Exclusive discounts
530322,Exclusive discounts
530329,Free checked bag
530365,No cancellation fee
530371,Free checked bag
530374,1 night free hotel with flight
530379,Free checked bag
530383,Exclusive discounts
530385,No cancellation fee
530421,1 night free hotel with flight
530427,Free checked bag
530453,1 night free hotel with flight
530463,No cancellation fee
530468,1 night free hotel with flight
530514,Free hotel meal
530543,1 night free hotel with flight
530563,Free hotel meal
530579,Free hotel meal
530581,Free hotel meal
530585,No cancellation fee
530592,No cancellation fee
530599,No cancellation fee
530607,Exclusive discounts
530625,Free hotel meal
530627,1 night free hotel with flight
530633,Free hotel meal
530645,No cancellation fee
530649,Free checked bag
530656,Exclusive discounts
530665,No cancellation fee
530666,Free checked bag
530667,Free hotel meal
530672,Free hotel meal
530673,Free hotel meal
530687,Free hotel meal
530719,1 night free hotel with flight
530720,1 night free hotel with flight
530724,No cancellation fee
530739,Free checked bag
530743,1 night free hotel with flight
530754,Free hotel meal
530773,Free hotel meal
530775,Free checked bag
530797,No cancellation fee
530801,Exclusive discounts
530810,1 night free hotel with flight
530811,Free hotel meal
530833,Free hotel meal
530869,Free hotel meal
530873,Free hotel meal
530881,Exclusive discounts
530906,Free checked bag
530949,1 night free hotel with flight
530950,Free checked bag
530978,1 night free hotel with flight
531006,Free checked bag
531009,No cancellation fee
531016,1 night free hotel with flight
531020,1 night free hotel with flight
531027,Free checked bag
531031,Free checked bag
531054,1 night free hotel with flight
531073,No cancellation fee
531094,1 night free hotel with flight
531109,Free hotel meal
531143,No cancellation fee
531144,No cancellation fee
531158,1 night free hotel with flight
531198,Free checked bag
531204,No cancellation fee
531217,Free checked bag
531253,Exclusive discounts
531255,Free hotel meal
531322,No cancellation fee
531339,Free checked bag
531344,Free checked bag
531361,Exclusive discounts
531373,Exclusive discounts
531386,1 night free hotel with flight
531427,1 night free hotel with flight
531431,1 night free hotel with flight
531447,1 night free hotel with flight
531456,Exclusive discounts
531467,No cancellation fee
531471,No cancellation fee
531475,Exclusive discounts
531499,No cancellation fee
531500,Free hotel meal
531511,Exclusive discounts
531512,Free checked bag
531557,1 night free hotel with flight
531562,Free hotel meal
531568,1 night free hotel with flight
531615,Free hotel meal
531620,No cancellation fee
531625,Free checked bag
531650,Exclusive discounts
531654,Free checked bag
531663,Free hotel meal
531670,Free checked bag
531682,Free hotel meal
531735,No cancellation fee
531739,1 night free hotel with flight
531744,Exclusive discounts
531745,Free checked bag
531771,1 night free hotel with flight
531777,Exclusive discounts
531789,1 night free hotel with flight
531795,Exclusive discounts
531803,No cancellation fee
531807,No cancellation fee
531824,1 night free hotel with flight
531834,Free checked bag
531844,Free hotel meal
531847,Exclusive discounts
531857,Exclusive discounts
531868,1 night free hotel with flight
531884,1 night free hotel with flight
531921,Exclusive discounts
531926,No cancellation fee
531931,Free checked bag
531959,Free checked bag
531967,No cancellation fee
531971,Exclusive discounts
531987,Exclusive discounts
531989,Free hotel meal
531994,Exclusive discounts
532063,1 night free hotel with flight
532064,Free checked bag
532073,1 night free hotel with flight
532101,Free hotel meal
532106,Exclusive discounts
532119,1 night free hotel with flight
532159,Free checked bag
532215,Free checked bag
532225,Exclusive discounts
532233,Exclusive discounts
532258,Exclusive discounts
532259,No cancellation fee
532279,No cancellation fee
532312,Exclusive discounts
532329,Free hotel meal
532347,Free checked bag
532361,Exclusive discounts
532365,Exclusive discounts
532381,Exclusive discounts
532387,No cancellation fee
532388,Exclusive discounts
532390,Exclusive discounts
532410,Exclusive discounts
532426,Free checked bag
532432,Free hotel meal
532433,Free hotel meal
532500,No cancellation fee
532519,Free checked bag
532535,Exclusive discounts
532544,Free checked bag
532568,No cancellation fee
532607,No cancellation fee
532622,No cancellation fee
532623,Free hotel meal
532627,Free hotel meal
532637,No cancellation fee
532650,1 night free hotel with flight
532651,Free hotel meal
532653,Free checked bag
532656,Free checked bag
532705,Free checked bag
532710,1 night free hotel with flight
532711,Exclusive discounts
532721,No cancellation fee
532725,Free checked bag
532730,Exclusive discounts
532742,No cancellation fee
532748,Free hotel meal
532750,1 night free hotel with flight
532774,Free hotel meal
532810,No cancellation fee
532823,Free checked bag
532835,Free checked bag
532843,Free checked bag
532863,Free checked bag
532866,1 night free hotel with flight
532901,Exclusive discounts
532905,No cancellation fee
532912,Free checked bag
532941,Free checked bag
532989,1 night free hotel with flight
533048,Free hotel meal
533093,Exclusive discounts
533117,Free checked bag
533123,Exclusive discounts
533129,No cancellation fee
533155,1 night free hotel with flight
533187,Free hotel meal
533199,No cancellation fee
533204,No cancellation fee
533211,No cancellation fee
533222,Free checked bag
533248,Free checked bag
533251,Free hotel meal
533283,Exclusive discounts
533291,1 night free hotel with flight
533302,Free checked bag
533327,Free checked bag
533357,No cancellation fee
533378,Free hotel meal
533388,Free checked bag
533393,Free hotel meal
533396,1 night free hotel with flight
533402,Free checked bag
533404,1 night free hotel with flight
533411,1 night free hotel with flight
533449,Free checked bag
533464,Free checked bag
533490,1 night free hotel with flight
533492,Free checked bag
533497,No cancellation fee
533518,1 night free hotel with flight
533527,Free checked bag
533537,Free checked bag
533542,1 night free hotel with flight
533550,Free hotel meal
533573,Exclusive discounts
533575,Free hotel meal
533598,Exclusive discounts
533613,Free hotel meal
533617,Exclusive discounts
533656,Exclusive discounts
533716,Exclusive discounts
533742,Free hotel meal
533755,Free checked bag
533759,Exclusive discounts
533773,No cancellation fee
533782,Free checked bag
533809,Free hotel meal
533827,No cancellation fee
533846,Exclusive discounts
533859,No cancellation fee
533895,No cancellation fee
533908,Free checked bag
533932,Free checked bag
533975,Free hotel meal
533985,Free checked bag
533990,Free hotel meal
534040,Exclusive discounts
534045,Free checked bag
534066,Free hotel meal
534082,Free hotel meal
534088,Free hotel meal
534105,No cancellation fee
534179,No cancellation fee
534190,No cancellation fee
534246,Exclusive discounts
534254,Free checked bag
534295,Exclusive discounts
534333,Free checked bag
534351,1 night free hotel with flight
534360,No cancellation fee
534378,Free checked bag
534380,Free hotel meal
534391,Exclusive discounts
534445,Free checked bag
534474,Exclusive discounts
534499,Free hotel meal
534564,Free checked bag
534586,Free hotel meal
534594,Free checked bag
534604,Free checked bag
534607,Free checked bag
534608,No cancellation fee
534661,Free hotel meal
534688,Free hotel meal
534697,Free checked bag
534703,Free checked bag
534742,Free checked bag
534747,Exclusive discounts
534782,1 night free hotel with flight
534793,Free hotel meal
534798,Free checked bag
534825,Free hotel meal
534840,1 night free hotel with flight
534842,Exclusive discounts
534858,1 night free hotel with flight
534895,Free hotel meal
534903,Free hotel meal
534939,Free checked bag
534948,Free checked bag
534957,Free checked bag
534971,No cancellation fee
534986,No cancellation fee
535003,Free hotel meal
535007,1 night free hotel with flight
535024,Free checked bag
535035,No cancellation fee
535047,Exclusive discounts
535051,No cancellation fee
535060,1 night free hotel with flight
535063,Free checked bag
535081,No cancellation fee
535099,No cancellation fee
535135,1 night free hotel with flight
535136,No cancellation fee
535149,Free checked bag
535155,Free checked bag
535177,1 night free hotel with flight
535189,Free hotel meal
535229,No cancellation fee
535266,1 night free hotel with flight
535311,Exclusive discounts
535341,Exclusive discounts
535365,Free hotel meal
535398,No cancellation fee
535441,1 night free hotel with flight
535447,1 night free hotel with flight
535459,No cancellation fee
535473,Free checked bag
535495,Free hotel meal
535497,Free hotel meal
535502,Free hotel meal
535553,No cancellation fee
535595,Free hotel meal
535600,Free checked bag
535610,Exclusive discounts
535625,Exclusive discounts
535637,Free checked bag
535644,Exclusive discounts
535682,Free hotel meal
535686,1 night free hotel with flight
535701,Free checked bag
535702,1 night free hotel with flight
535706,Free hotel meal
535734,Free checked bag
535737,No cancellation fee
535746,Free checked bag
535747,Exclusive discounts
535791,Free hotel meal
535795,1 night free hotel with flight
535878,Free checked bag
535879,Free hotel meal
535885,Exclusive discounts
535896,Free hotel meal
535905,1 night free hotel with flight
535906,No cancellation fee
535912,1 night free hotel with flight
535942,Free hotel meal
535983,Free checked bag
535994,Free hotel meal
536000,1 night free hotel with flight
536016,Free hotel meal
536034,Free checked bag
536035,Exclusive discounts
536039,Free hotel meal
536050,1 night free hotel with flight
536058,Exclusive discounts
536066,No cancellation fee
536086,1 night free hotel with flight
536099,Free hotel meal
536135,Free hotel meal
536170,Free hotel meal
536212,No cancellation fee
536228,No cancellation fee
536229,Free hotel meal
536241,Free hotel meal
536275,Free hotel meal
536278,Free checked bag
536313,Free hotel meal
536343,Exclusive discounts
536387,Exclusive discounts
536431,1 night free hotel with flight
536467,Exclusive discounts
536469,Exclusive discounts
536474,1 night free hotel with flight
536488,No cancellation fee
536489,No cancellation fee
536490,No cancellation fee
536532,Exclusive discounts
536566,Free checked bag
536574,Free hotel meal
536594,No cancellation fee
536604,Exclusive discounts
536622,Exclusive discounts
536641,1 night free hotel with flight
536651,Free checked bag
536652,Exclusive discounts
536656,Free hotel meal
536658,1 night free hotel with flight
536659,No cancellation fee
536672,Free hotel meal
536675,1 night free hotel with flight
536691,No cancellation fee
536695,Exclusive discounts
536763,Exclusive discounts
536764,1 night free hotel with flight
536782,1 night free hotel with flight
536791,No cancellation fee
536810,Exclusive discounts
536843,No cancellation fee
536876,Exclusive discounts
536893,No cancellation fee
536951,No cancellation fee
536964,Free checked bag
536995,Exclusive discounts
537038,Free checked bag
537066,No cancellation fee
537098,Free checked bag
537121,Exclusive discounts
537123,No cancellation fee
537177,Free hotel meal
537181,1 night free hotel with flight
537212,Free hotel meal
537227,Free hotel meal
537289,1 night free hotel with flight
537317,Free hotel meal
537373,Exclusive discounts
537393,No cancellation fee
537400,Free hotel meal
537412,No cancellation fee
537413,1 night free hotel with flight
537414,Exclusive discounts
537470,Free hotel meal
537481,Free hotel meal
537507,No cancellation fee
537560,1 night free hotel with flight
537580,Exclusive discounts
537586,Free hotel meal
537595,1 night free hotel with flight
537659,Free hotel meal
537671,Free checked bag
537676,Exclusive discounts
537688,Free checked bag
537723,Exclusive discounts
537725,1 night free hotel with flight
537748,No cancellation fee
537770,Exclusive discounts
537776,No cancellation fee
537795,Free checked bag
537804,Free hotel meal
537818,Free hotel meal
537819,1 night free hotel with flight
537834,Exclusive discounts
537860,Free checked bag
537861,Free checked bag
537904,Free hotel meal
537922,Free checked bag
537926,No cancellation fee
537975,Exclusive discounts
538069,1 night free hotel with flight
538074,1 night free hotel with flight
538084,1 night free hotel with flight
538108,Free hotel meal
538112,Exclusive discounts
538131,Free checked bag
538134,Exclusive discounts
538139,Free checked bag
538147,1 night free hotel with flight
538167,Free hotel meal
538188,No cancellation fee
538197,Exclusive discounts
538214,Exclusive discounts
538216,No cancellation fee
538260,No cancellation fee
538270,Exclusive discounts
538274,Free hotel meal
538279,Exclusive discounts
538306,Free checked bag
538319,Free checked bag
538321,1 night free hotel with flight
538331,No cancellation fee
538349,No cancellation fee
538350,Free hotel meal
538388,No cancellation fee
538413,Free checked bag
538426,Free hotel meal
538432,1 night free hotel with flight
538438,No cancellation fee
538441,1 night free hotel with flight
538454,Free hotel meal
538457,No cancellation fee
538458,Free hotel meal
538463,Free hotel meal
538489,Free hotel meal
538511,Free hotel meal
538522,No cancellation fee
538529,1 night free hotel with flight
538538,Free checked bag
538608,Free hotel meal
538638,1 night free hotel with flight
538641,1 night free hotel with flight
538666,1 night free hotel with flight
538677,Exclusive discounts
538680,No cancellation fee
538681,No cancellation fee
538691,No cancellation fee
538696,Free hotel meal
538703,Free hotel meal
538714,No cancellation fee
538780,Free hotel meal
538788,Exclusive discounts
538814,Free checked bag
538883,1 night free hotel with flight
538915,1 night free hotel with flight
538919,Free checked bag
538944,1 night free hotel with flight
538976,No cancellation fee
539008,Exclusive discounts
539010,Free hotel meal
539012,1 night free hotel with flight
539093,No cancellation fee
539105,Free hotel meal
539135,1 night free hotel with flight
539140,No cancellation fee
539146,Free hotel meal
539209,1 night free hotel with flight
539221,Exclusive discounts
539243,No cancellation fee
539267,Exclusive discounts
539283,Free checked bag
539300,Exclusive discounts
539304,No cancellation fee
539307,Free hotel meal
539315,Free hotel meal
539317,Free hotel meal
539320,Exclusive discounts
539337,Free hotel meal
539338,No cancellation fee
539384,Free checked bag
539414,Free hotel meal
539426,Exclusive discounts
539453,Free hotel meal
539460,Exclusive discounts
539493,No cancellation fee
539510,Exclusive discounts
539519,Exclusive discounts
539528,1 night free hotel with flight
539542,1 night free hotel with flight
539558,Free hotel meal
539566,Exclusive discounts
539611,Exclusive discounts
539625,Exclusive discounts
539627,Free checked bag
539637,1 night free hotel with flight
539648,Exclusive discounts
539656,Free hotel meal
539669,Free checked bag
539671,Free checked bag
539710,No cancellation fee
539729,Free checked bag
539782,Exclusive discounts
539794,1 night free hotel with flight
539855,1 night free hotel with flight
539864,1 night free hotel with flight
539866,No cancellation fee
539868,Free hotel meal
539883,1 night free hotel with flight
539888,No cancellation fee
539899,Exclusive discounts
539912,1 night free hotel with flight
539916,Exclusive discounts
539917,Exclusive discounts
539919,Free hotel meal
539936,Exclusive discounts
539953,Free hotel meal
539962,Free checked bag
540014,Free checked bag
540029,Free checked bag
540043,No cancellation fee
540094,Exclusive discounts
540138,Free hotel meal
540147,1 night free hotel with flight
540150,Free hotel meal
540180,1 night free hotel with flight
540199,1 night free hotel with flight
540226,Free hotel meal
540244,1 night free hotel with flight
540252,Exclusive discounts
540253,Free checked bag
540260,No cancellation fee
540302,No cancellation fee
540306,Exclusive discounts
540308,Exclusive discounts
540319,Exclusive discounts
540347,1 night free hotel with flight
540348,Free hotel meal
540413,Free checked bag
540415,No cancellation fee
540444,No cancellation fee
540455,Free checked bag
540475,Exclusive discounts
540502,Exclusive discounts
540527,Exclusive discounts
540557,Free hotel meal
540572,No cancellation fee
540580,Exclusive discounts
540597,Exclusive discounts
540605,Free checked bag
540614,1 night free hotel with flight
540622,1 night free hotel with flight
540642,Free hotel meal
540652,Free hotel meal
540653,Free hotel meal
540654,No cancellation fee
540656,1 night free hotel with flight
540664,Free hotel meal
540666,Free hotel meal
540698,Free checked bag
540708,1 night free hotel with flight
540718,No cancellation fee
540733,1 night free hotel with flight
540777,Free hotel meal
540819,1 night free hotel with flight
540837,Free checked bag
540857,Exclusive discounts
540863,1 night free hotel with flight
540924,Free hotel meal
540941,Free checked bag
540966,Free hotel meal
540973,1 night free hotel with flight
540974,No cancellation fee
541001,Exclusive discounts
541034,Exclusive discounts
541040,Free checked bag
541041,1 night free hotel with flight
541047,1 night free hotel with flight
541061,1 night free hotel with flight
541083,Free checked bag
541084,Exclusive discounts
541112,Exclusive discounts
541132,Free hotel meal
541150,Exclusive discounts
541162,1 night free hotel with flight
541168,No cancellation fee
541176,Free hotel meal
541193,Free hotel meal
541216,Free checked bag
541224,Free hotel meal
541235,No cancellation fee
541236,Free hotel meal
541240,Free checked bag
541249,No cancellation fee
541259,No cancellation fee
541262,1 night free hotel with flight
541282,Free checked bag
541289,No cancellation fee
541326,Free checked bag
541352,1 night free hotel with flight
541357,1 night free hotel with flight
541382,Free hotel meal
541389,Free checked bag
541438,No cancellation fee
541454,1 night free hotel with flight
541497,Exclusive discounts
541505,No cancellation fee
541516,No cancellation fee
541539,Free checked bag
541540,Free hotel meal
541612,Free hotel meal
541649,1 night free hotel with flight
541672,1 night free hotel with flight
541699,Free checked bag
541700,Free checked bag
541734,No cancellation fee
541735,Free hotel meal
541752,Exclusive discounts
541764,Exclusive discounts
541812,No cancellation fee
541878,1 night free hotel with flight
541901,Exclusive discounts
541906,Free checked bag
541921,Free checked bag
541923,Free checked bag
541931,Exclusive discounts
541939,Free checked bag
541967,1 night free hotel with flight
541972,Exclusive discounts
541980,Free checked bag
541988,Exclusive discounts
541998,Exclusive discounts
541999,No cancellation fee
542012,1 night free hotel with flight
542015,Exclusive discounts
542027,Free hotel meal
542036,Free hotel meal
542056,Free hotel meal
542059,No cancellation fee
542065,1 night free hotel with flight
542080,No cancellation fee
542095,Free hotel meal
542142,1 night free hotel with flight
542153,1 night free hotel with flight
542189,Exclusive discounts
542194,Free hotel meal
542196,Exclusive discounts
542208,Free hotel meal
542230,Free checked bag
542254,Free checked bag
542267,No cancellation fee
542270,No cancellation fee
542277,Free checked bag
542282,1 night free hotel with flight
542303,Free hotel meal
542316,No cancellation fee
542326,Free hotel meal
542334,Free checked bag
542358,Free checked bag
542366,No cancellation fee
542383,No cancellation fee
542418,1 night free hotel with flight
542451,Exclusive discounts
542471,No cancellation fee
542482,Free checked bag
542570,Exclusive discounts
542585,Free hotel meal
542605,Free checked bag
542638,Free hotel meal
542657,Exclusive discounts
542658,No cancellation fee
542663,No cancellation fee
542670,No cancellation fee
542706,No cancellation fee
542752,1 night free hotel with flight
542760,No cancellation fee
542767,1 night free hotel with flight
542795,No cancellation fee
542796,No cancellation fee
542805,1 night free hotel with flight
542812,No cancellation fee
542815,No cancellation fee
542825,1 night free hotel with flight
542843,Exclusive discounts
542850,1 night free hotel with flight
542857,No cancellation fee
542874,Exclusive discounts
542914,Free checked bag
542918,Free hotel meal
542937,1 night free hotel with flight
542965,Exclusive discounts
542976,Exclusive discounts
543008,Free hotel meal
543038,No cancellation fee
543052,No cancellation fee
543074,Free checked bag
543075,Free hotel meal
543081,1 night free hotel with flight
543114,1 night free hotel with flight
543126,1 night free hotel with flight
543165,No cancellation fee
543222,Free checked bag
543237,Free checked bag
543240,Free checked bag
543271,Free checked bag
543273,Exclusive discounts
543304,1 night free hotel with flight
543306,Exclusive discounts
543327,1 night free hotel with flight
543339,No cancellation fee
543352,No cancellation fee
543375,No cancellation fee
543385,1 night free hotel with flight
543428,Free hotel meal
543437,Free checked bag
543476,Free hotel meal
543497,1 night free hotel with flight
543557,1 night free hotel with flight
543559,Exclusive discounts
543618,No cancellation fee
543620,Free hotel meal
543659,No cancellation fee
543660,1 night free hotel with flight
543666,Free checked bag
543668,Exclusive discounts
543671,Free hotel meal
543694,Free checked bag
543696,1 night free hotel with flight
543713,Free hotel meal
543716,1 night free hotel with flight
543723,Free hotel meal
543728,1 night free hotel with flight
543778,Exclusive discounts
543810,1 night free hotel with flight
543816,1 night free hotel with flight
543817,Free checked bag
543826,Exclusive discounts
543885,No cancellation fee
543900,Exclusive discounts
543927,No cancellation fee
543928,Exclusive discounts
543937,Free checked bag
543952,No cancellation fee
543968,No cancellation fee
543976,1 night free hotel with flight
544002,Free hotel meal
544008,1 night free hotel with flight
544012,No cancellation fee
544015,Free checked bag
544043,Exclusive discounts
544163,Free checked bag
544207,Exclusive discounts
544254,No cancellation fee
544256,Free checked bag
544271,Exclusive discounts
544333,Free hotel meal
544364,Exclusive discounts
544367,No cancellation fee
544391,Free hotel meal
544406,1 night free hotel with flight
544414,Exclusive discounts
544425,Free hotel meal
544444,No cancellation fee
544447,Free checked bag
544449,Free hotel meal
544469,Free hotel meal
544472,Exclusive discounts
544476,No cancellation fee
544480,Free checked bag
544495,Exclusive discounts
544497,No cancellation fee
544507,No cancellation fee
544513,1 night free hotel with flight
544536,Exclusive discounts
544549,1 night free hotel with flight
544595,1 night free hotel with flight
544604,No cancellation fee
544627,Free hotel meal
544640,Exclusive discounts
544647,1 night free hotel with flight
544680,1 night free hotel with flight
544683,Exclusive discounts
544685,Free checked bag
544694,Exclusive discounts
544698,Free hotel meal
544747,1 night free hotel with flight
544749,Free checked bag
544818,Free checked bag
544839,Free hotel meal
544868,Free checked bag
544926,No cancellation fee
545010,Exclusive discounts
545011,Exclusive discounts
545012,Free hotel meal
545063,Free hotel meal
545070,Free checked bag
545089,No cancellation fee
545109,Free checked bag
545115,Exclusive discounts
545132,Free hotel meal
545208,Free hotel meal
545209,1 night free hotel with flight
545226,Exclusive discounts
545247,Free hotel meal
545249,No cancellation fee
545264,No cancellation fee
545272,Exclusive discounts
545281,No cancellation fee
545290,No cancellation fee
545300,1 night free hotel with flight
545317,1 night free hotel with flight
545318,1 night free hotel with flight
545327,No cancellation fee
545344,Free hotel meal
545345,Exclusive discounts
545360,Exclusive discounts
545375,Free hotel meal
545399,Exclusive discounts
545404,1 night free hotel with flight
545446,Free checked bag
545465,Free checked bag
545510,Free checked bag
545518,Free checked bag
545551,1 night free hotel with flight
545577,1 night free hotel with flight
545629,1 night free hotel with flight
545633,No cancellation fee
545634,Free checked bag
545652,Exclusive discounts
545684,1 night free hotel with flight
545736,Free checked bag
545745,Exclusive discounts
545748,Exclusive discounts
545754,Free hotel meal
545755,No cancellation fee
545758,Free checked bag
545763,Exclusive discounts
545770,1 night free hotel with flight
545771,Free checked bag
545803,No cancellation fee
545805,1 night free hotel with flight
545810,Free hotel meal
545848,Free hotel meal
545865,1 night free hotel with flight
545879,1 night free hotel with flight
545936,Free checked bag
545939,1 night free hotel with flight
545958,No cancellation fee
545981,No cancellation fee
546008,1 night free hotel with flight
546050,Exclusive discounts
546061,Free checked bag
546064,1 night free hotel with flight
546065,Exclusive discounts
546072,1 night free hotel with flight
546121,Free checked bag
546127,1 night free hotel with flight
546130,Exclusive discounts
546131,1 night free hotel with flight
546161,Free checked bag
546164,Free checked bag
546190,Free hotel meal
546224,Free hotel meal
546256,Free checked bag
546280,1 night free hotel with flight
546282,Free checked bag
546307,1 night free hotel with flight
546334,No cancellation fee
546395,1 night free hotel with flight
546399,Free checked bag
546419,1 night free hotel with flight
546437,No cancellation fee
546462,Free hotel meal
546470,Free checked bag
546485,Exclusive discounts
546509,1 night free hotel with flight
546529,Free checked bag
546587,Exclusive discounts
546612,Free hotel meal
546648,Free hotel meal
546664,Exclusive discounts
546671,Free checked bag
546679,No cancellation fee
546688,Exclusive discounts
546702,No cancellation fee
546728,Free checked bag
546740,Free checked bag
546756,Free checked bag
546774,No cancellation fee
546842,Free hotel meal
546844,1 night free hotel with flight
546847,1 night free hotel with flight
546857,Free hotel meal
546864,Exclusive discounts
546867,1 night free hotel with flight
546881,Free hotel meal
546882,Free checked bag
546884,No cancellation fee
546888,1 night free hotel with flight
546900,No cancellation fee
546937,Free hotel meal
546964,1 night free hotel with flight
546972,Free hotel meal
547006,Free checked bag
547007,No cancellation fee
547037,Free checked bag
547070,1 night free hotel with flight
547100,1 night free hotel with flight
547130,Exclusive discounts
547150,Free hotel meal
547164,Exclusive discounts
547175,1 night free hotel with flight
547180,Free checked bag
547181,Free checked bag
547201,No cancellation fee
547266,Exclusive discounts
547301,1 night free hotel with flight
547320,Free hotel meal
547325,Exclusive discounts
547336,Free checked bag
547342,Free checked bag
547412,Exclusive discounts
547453,Free hotel meal
547458,Exclusive discounts
547459,No cancellation fee
547483,Free hotel meal
547512,1 night free hotel with flight
547555,1 night free hotel with flight
547559,No cancellation fee
547568,Free checked bag
547594,Exclusive discounts
547606,Exclusive discounts
547613,Free checked bag
547617,Free checked bag
547663,Free checked bag
547664,Exclusive discounts
547693,Free checked bag
547761,Exclusive discounts
547776,1 night free hotel with flight
547779,Free hotel meal
547792,Free hotel meal
547817,Free checked bag
547823,Exclusive discounts
547825,Exclusive discounts
547834,Exclusive discounts
547836,Free checked bag
547857,Exclusive discounts
547862,1 night free hotel with flight
547878,Free checked bag
547911,Free hotel meal
547938,Free checked bag
547951,1 night free hotel with flight
547966,Free hotel meal
547997,Exclusive discounts
548006,Free checked bag
548022,1 night free hotel with flight
548032,Exclusive discounts
548037,Exclusive discounts
548040,Exclusive discounts
548093,No cancellation fee
548109,Exclusive discounts
548113,No cancellation fee
548120,Exclusive discounts
548123,Free hotel meal
548185,Free hotel meal
548189,Exclusive discounts
548190,Free checked bag
548193,Free hotel meal
548222,Free checked bag
548228,Free hotel meal
548230,Free hotel meal
548256,Exclusive discounts
548258,1 night free hotel with flight
548272,No cancellation fee
548307,Free checked bag
548310,No cancellation fee
548391,No cancellation fee
548408,No cancellation fee
548422,1 night free hotel with flight
548434,Free checked bag
548448,Free checked bag
548474,1 night free hotel with flight
548488,1 night free hotel with flight
548490,Free hotel meal
548504,1 night free hotel with flight
548560,Free checked bag
548568,1 night free hotel with flight
548587,No cancellation fee
548635,1 night free hotel with flight
548651,No cancellation fee
548653,1 night free hotel with flight
548672,No cancellation fee
548708,No cancellation fee
548743,Free checked bag
548853,Exclusive discounts
548859,No cancellation fee
548872,Free hotel meal
548961,Free hotel meal
548967,1 night free hotel with flight
548978,Free checked bag
548988,Exclusive discounts
548990,Free checked bag
549058,Free checked bag
549115,Exclusive discounts
549116,1 night free hotel with flight
549121,Exclusive discounts
549141,Free hotel meal
549152,Free checked bag
549154,No cancellation fee
549190,Exclusive discounts
549202,Exclusive discounts
549235,Free hotel meal
549251,Free checked bag
549274,Free hotel meal
549281,No cancellation fee
549290,1 night free hotel with flight
549292,Free hotel meal
549293,Free hotel meal
549303,No cancellation fee
549313,Free hotel meal
549320,Free hotel meal
549357,Exclusive discounts
549359,1 night free hotel with flight
549361,Free hotel meal
549366,Free hotel meal
549367,Free hotel meal
549377,Exclusive discounts
549389,Free hotel meal
549390,Free hotel meal
549450,Free checked bag
549466,No cancellation fee
549472,No cancellation fee
549482,1 night free hotel with flight
549515,Free hotel meal
549569,1 night free hotel with flight
549572,No cancellation fee
549579,Free checked bag
549580,No cancellation fee
549584,Free checked bag
549608,Free hotel meal
549611,1 night free hotel with flight
549623,1 night free hotel with flight
549631,No cancellation fee
549710,Free hotel meal
549714,Free checked bag
549733,1 night free hotel with flight
549746,No cancellation fee
549759,Free hotel meal
549764,Free checked bag
549777,Free checked bag
549797,Free hotel meal
549800,Free hotel meal
549850,No cancellation fee
549894,Free hotel meal
549938,Exclusive discounts
549988,Free checked bag
549992,No cancellation fee
550017,Exclusive discounts
550019,1 night free hotel with flight
550022,1 night free hotel with flight
550028,Exclusive discounts
550068,Free hotel meal
550071,Exclusive discounts
550077,No cancellation fee
550105,Free checked bag
550110,Exclusive discounts
550134,Free checked bag
550193,Free hotel meal
550200,Free hotel meal
550202,No cancellation fee
550221,1 night free hotel with flight
550222,1 night free hotel with flight
550229,1 night free hotel with flight
550233,No cancellation fee
550298,No cancellation fee
550300,Free checked bag
550317,Free hotel meal
550400,Free checked bag
550421,Exclusive discounts
550426,Free hotel meal
550442,Exclusive discounts
550455,Free checked bag
550459,Exclusive discounts
550460,Free checked bag
550482,Free hotel meal
550506,No cancellation fee
550514,Free hotel meal
550572,Exclusive discounts
550579,No cancellation fee
550599,Exclusive discounts
550627,Free checked bag
550703,Free hotel meal
550711,Exclusive discounts
550752,Free checked bag
550754,1 night free hotel with flight
550796,Free hotel meal
550804,Free checked bag
550805,No cancellation fee
550830,Free hotel meal
550868,Exclusive discounts
550871,Free hotel meal
550887,Free hotel meal
550904,1 night free hotel with flight
550973,1 night free hotel with flight
550985,Free checked bag
551023,1 night free hotel with flight
551032,1 night free hotel with flight
551042,1 night free hotel with flight
551051,Free hotel meal
551088,Free checked bag
551116,Free checked bag
551166,Free checked bag
551210,Free hotel meal
551211,Free hotel meal
551217,No cancellation fee
551237,Exclusive discounts
551241,Free checked bag
551245,Free checked bag
551278,Free checked bag
551282,1 night free hotel with flight
551331,Free hotel meal
551340,1 night free hotel with flight
551359,No cancellation fee
551430,Free checked bag
551431,No cancellation fee
551448,No cancellation fee
551468,Exclusive discounts
551473,Free hotel meal
551486,Free hotel meal
551488,No cancellation fee
551501,Free hotel meal
551549,Free hotel meal
551560,Free checked bag
551567,1 night free hotel with flight
551576,Exclusive discounts
551600,Exclusive discounts
551615,Free checked bag
551620,Free checked bag
551622,Free checked bag
551627,Exclusive discounts
551662,Free checked bag
551665,Free hotel meal
551671,Free hotel meal
551681,Free checked bag
551685,Free checked bag
551718,Free hotel meal
551729,Free checked bag
551804,1 night free hotel with flight
551834,Exclusive discounts
551847,1 night free hotel with flight
551890,1 night free hotel with flight
551908,No cancellation fee
551914,Exclusive discounts
551935,Free hotel meal
551963,Free checked bag
551967,Free checked bag
551978,Free hotel meal
551990,Free checked bag
